dispnum,incidnum,year,month,day,mid21location,midlocmeasuringpoint,lat,lng,precision,onset
4273,4273004,1997,11,4,"Various locations in the southern NFZ, Iraq.",basra,30.48333,47.81667,3,0
4273,4273005,1997,11,4,"Southern No Fly Zone, near Basra Iraq.",basra,30.48333,47.81667,3,0
4273,4273006,1997,11,7,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273007,1997,11,9,"Southern No Fly Zone, near Al Amarah, Iraq.",al amarah,32,47,2,0
4273,4273008,1997,11,14,"No Fly Zone, Southern Iraq.",basra,30.48333,47.81667,3,0
4273,4273012,1997,12,4,KUW,kkuwait,29.5,47.75,5,0
4273,4273014,1998,1,17,Iraq,iraq,33,44,5,0
4273,4273015,1998,1,17,Persian Gulf,persian gulf,27,51,5,0
4273,4273016,1998,1,27,"Persian Gulf, Kuwait, Bahrain, Diego Garcia",persian gulf,27,51,5,0
4273,4273017,1998,2,4,"Persian Gulf, and over Iraq.",persian gulf,27,51,5,0
4273,4273020,1998,6,30,Persian Gulf.  The carrier was moved from the Eastern Mediterranean to the Persi,persian gulf,27,51,5,0
4273,4273021,1998,11,11,"Persian Gulf - Strait of Hormuz, IRQ.  Location type: former colony",strait of hormuz,26.61667,56.5,4,0
4273,4273022,1998,11,12,Persian Gulf Region.,persian gulf,27,51,5,0
4273,4273023,1998,11,12,"Persian Gulf, KUW, IRQ.",persian gulf,27,51,5,0
4273,4273024,1998,11,16,"Persian Gulf, IRQ",persian gulf,27,51,5,0
4273,4273025,1998,11,17,"Southern no fly zone, Iraq - near Basra.",basra,30.48333,47.81667,3,0
4273,4273026,1998,12,-9,"Saudi Arabia, Kuwait, the Persian Gulf.",persian gulf,27,51,5,0
4273,4273027,1998,12,10,"Persian Gulf, IRQ.",persian gulf,27,51,5,0
4273,4273028,1998,12,15,"Persian Gulf, IRQ.",persian gulf,27,51,5,0
4273,4273029,1998,12,16,"Persian Gulf, IRQ.",persian gulf,27,51,5,0
4273,4273030,1998,12,17,Kuwait-Iraq border,umm qasr,30.01667,47.93333,4,0
4273,4273031,1998,12,26,Persian Gulf Region.,persian gulf,27,51,5,0
4273,4273032,1998,12,28,"Persian Gulf, IRQ.",persian gulf,27,51,5,0
4273,4273033,1998,12,28,Various locations inside Iraq.,iraq,33,44,5,0
4273,4273034,1998,12,30,Israel,israel,31.5,34.75,5,0
4273,4273035,1999,1,1,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273036,1999,1,5,Southern no fly zone in IRQ.,basra,30.48333,47.81667,3,0
4273,4273037,1999,1,7,"Northern No Fly Zone, north of Mosul, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273038,1999,1,11,"Southern No Fly Zone, near Tallil, Iraq.",basra,30.48333,47.81667,3,0
4273,4273039,1999,1,13,Northern & Southern no-fly zones in IRQ. Location type: former colony.,basra,30.48333,47.81667,3,0
4273,4273040,1999,1,23,Southern no fly zone.,basra,30.48333,47.81667,3,0
4273,4273041,1999,1,24,northern no fly zone - Iraq,mosul,36.33333,43.11666,3,0
4273,4273042,1999,1,25,"Northern No Fly Zone, Near Mosul, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273043,1999,1,25,"northern no fly zone, near Mossul, IRQ",mosul,36.33333,43.11666,3,0
4273,4273044,1999,1,26,"southern NFZ, near Basra, IRQ",basra,30.48333,47.81667,2,0
4273,4273045,1999,1,28,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273046,1999,1,30,"Northern No Fly Zone, near Mosul, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273047,1999,1,31,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273048,1999,2,2,"Northern No Fly Zone, Iraq",mosul,36.33333,43.11666,3,0
4273,4273049,1999,2,2,"Northern No Fly Zone, north of Mosul, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273050,1999,2,2,"Northern no fly zone, north of Mosul, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273051,1999,2,10,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273052,1999,2,11,"northern NFZ, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273053,1999,2,11,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273054,1999,2,11,"Southern NFZ, Iraq.",basra,30.48333,47.81667,3,0
4273,4273055,1999,2,15,"Southern NFZ, IRQ.",basra,30.48333,47.81667,3,0
4273,4273056,1999,2,15,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273057,1999,2,15,"Northern NFZ, IRQ.",mosul,36.33333,43.11666,3,0
4273,4273058,1999,2,15,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273059,1999,2,16,"Northern No Fly zone, north of Mosul, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273060,1999,2,16,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273061,1999,2,16,"IRQ.  Airbase at Incirlik, TUR.  Location type: former colony.",incirlik,37.91667,41.51667,1,0
4273,4273062,1999,2,19,"IRQ, Airbase at Incirlik, TUR. Location type: former colony.",incirlik,37.91667,41.51667,1,0
4273,4273063,1999,2,21,"IRQ.  Airbase at Incirlik, TUR.  Location type: former colony.",incirlik,37.91667,41.51667,1,0
4273,4273064,1999,2,22,"Southern NFZ, IRQ.",basra,30.48333,47.81667,3,0
4273,4273065,1999,2,28,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273066,1999,3,1,"Northern NFZ, IRQ.",mosul,36.33333,43.11666,3,0
4273,4273067,1999,3,4,"Northern NFZ, IRQ.",mosul,36.33333,43.11666,3,0
4273,4273068,1999,3,6,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273069,1999,3,12,"Southern NFZ, IRQ.",basra,30.48333,47.81667,3,0
4273,4273070,1999,3,15,"Northern NFZ, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273071,1999,3,19,"Northern NFZ, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273072,1999,4,2,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273073,1999,4,17,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273074,1999,4,25,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273075,1999,4,27,IRQ IRQ is a former colony of UKG only. Location type: former colony.,iraq,33,44,5,0
4273,4273076,1999,5,2,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273077,1999,5,12,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273078,1999,6,21,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273079,1999,6,21,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273080,1999,7,18,"Northern No Fly Zone, Iraq.  Perhaps in the Nineveh Province.",nineveh,36.36666,43.15,3,0
4273,4273081,1999,8,13,"Northern No Fly Zone, East and North of Mosul, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273082,1999,8,17,"As Samawah, Iraq.  Southern No Fly Zone.",as samawah,31.3,45.26667,1,0
4273,4273083,1999,8,23,"Southern No Fly Zone.  Near Abu Sukhayr and Al Khidar, Iraq.",basra,30.48333,47.81667,2,0
4273,4273084,1999,9,13,"Various locations in the Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273085,1999,10,6,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273086,1999,10,14,"Northern No Fly Zone, Iraq.  Near Saddam Dam.",saddam,36.76667,42.71667,3,0
4273,4273087,1999,10,16,"Northern No Fly Zone, Iraq.  Near Mosul.",mosul,36.33333,43.11666,3,0
4273,4273088,1999,10,22,"Northern No Fly Zone, Iraq.  West of Mosul.",mosul,36.33333,43.11666,3,0
4273,4273089,1999,10,25,"Northern No Fly Zone, Iraq. Near Mosul.",mosul,36.33333,43.11666,3,0
4273,4273090,1999,11,1,Southern No Fly Zone. Iraq,basra,30.48333,47.81667,3,0
4273,4273091,1999,11,8,"Near El Alamein, Egypt.",el alamein,30.81667,28.95,2,0
4273,4273092,1999,11,11,"Southern No Fly Zone.  Near An Najaf, Iraq.",an najaf,31.98333,44.35,2,0
4273,4273093,1999,11,18,"Samawa, Kut, Amara IRQ. Location type: several locations.",samawah,31.3,45.26667,1,0
4273,4273094,1999,11,22,"No Fly Zone, Northern Iraq.",mosul,36.33333,43.11666,3,0
4273,4273095,1999,11,22,"In IRQ: Duhok, Arbil, Nineveh, Bashiqah. Location type: several locations.",nineveh,36.36666,43.15,1,0
4273,4273096,1999,12,6,"No Fly Zone, Northern Iraq",mosul,36.33333,43.11666,3,0
4273,4273097,2000,1,9,"No Fly Zone, Northern Iraq",mosul,36.33333,43.11666,3,0
4273,4273098,2000,1,11,Southern IRQ no fly zone. Location type: other location.,basra,30.48333,47.81667,3,0
4273,4273099,2000,1,13,"No Fly Zone, Northern Iraq.",mosul,36.33333,43.11666,3,0
4273,4273100,2000,2,3,"No Fly Zone, Northern Iraq.",mosul,36.33333,43.11666,3,0
4273,4273101,2000,2,8,"No Fly Zone, Northern Iraq.",mosul,36.33333,43.11666,3,0
4273,4273102,2000,2,9,"In IRQ: Basra, Dhiqak, Muthana, Najaf, Missan. Location type: several locations.",basra,30.48333,47.81667,1,0
4273,4273103,2000,2,28,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273104,2000,3,2,"No Fly Zone, Southern Iraq.",basra,30.48333,47.81667,3,0
4273,4273105,2000,3,9,"Northern & Southern no fly zones: Al-Kut, Al-Dayr. Location type: several locati",basra,30.48333,47.81667,3,0
4273,4273106,2000,3,11,"Northern No Fly Zone, West of Bashiqah, Iraq.",bashiqah,36.45,43.33333,3,0
4273,4273107,2000,3,15,"Northern No Fly Zone, near Bashiqah, IRQ",bashiqah,36.45,43.33333,3,0
4273,4273108,2000,4,3,"No Fly Zone, Northern Iraq.",mosul,36.33333,43.11666,3,0
4273,4273109,2000,4,6,"No Fly Zone, Southern Iraq.",basra,30.48333,47.81667,3,0
4273,4273110,2000,4,11,"No Fly Zone, Northern Iraq, near Bashiqah and Mosul.",bashiqah,36.45,43.33333,3,0
4273,4273111,2000,4,25,IRQ Southern no fly zone. Location type: other location.,basra,30.48333,47.81667,3,0
4273,4273112,2000,5,2,"Northern No Fly Zone, Iraq.",mosul,36.33333,43.11666,3,0
4273,4273113,2000,5,2,"No Fly Zone, Northern Iraq.",mosul,36.33333,43.11666,3,0
4273,4273114,2000,5,10,Southern IRQ: northern Rumeila. Location type: other location.,basra,30.48333,47.81667,3,0
4273,4273115,2000,5,14,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273116,2000,5,22,"No Fly Zone, Northern Iraq.",mosul,36.33333,43.11666,3,0
4273,4273117,2000,5,29,"Southern No Fly Zone, Iraq.",basra,30.48333,47.81667,3,0
4273,4273118,2000,6,29,SAU/IRQ border. Location type: shared border.,ar'ar,30.96667,41,4,0
4273,4273119,2000,8,12,"No Fly Zone, Southern Iraq.",basra,30.48333,47.81667,3,0
4273,4273120,2000,8,27,"No Fly Zone, Southern Iraq.",basra,30.48333,47.81667,3,0
4273,4273121,2000,9,2,"No Fly Zone, Southern Iraq.",basra,30.48333,47.81667,3,0
4273,4273122,2000,9,4,"IRQ: Basra, Nasiriya. Location type: several locations.",nasiriyah,31.05,46.25,1,0
4273,4273123,2000,9,14,Location type: several locations. Southern no fly zone in IRQ.,basra,30.48333,47.81667,1,0
4273,4273124,2000,10,9,"Salman, 75 miles from Baghdad",salman,35.01667,43.86666,1,0
4273,4273125,2000,11,2,northern flight exclusion zone in Iraq,mosul,36.33333,43.11666,3,0
4273,4273126,2000,12,22,"A radar installation a few miles outside Baghdad, radar or command centers at Ta",suwaira,32.91667,44.76667,2,0
4273,4273127,2001,1,1,southern flight exclusion zone in Iraq,basra,30.48333,47.81667,3,0
4273,4273128,2001,1,20,"northern flight exclusion zone, near Mosul.",mosul,36.33333,43.11666,3,0
4273,4273129,2001,2,12,KUW,kkuwait,29.5,47.75,5,0
4273,4273130,2001,2,16,KUW-IRQ border,umm qasr,30.01667,47.93333,4,0
4273,4273131,2001,2,17,southern flight exclusion zone.,basra,30.48333,47.81667,3,0
4273,4273132,2001,2,22,"southern flight exclusion zone, near As Samawah (130 miles south of Baghdad).",as samawah,31.3,45.26667,3,0
4273,4273133,2001,2,24,southern flight exclusion zone in Iraq,basra,30.48333,47.81667,3,0
4273,4273134,2001,3,-9,"the southern flight exclusion zone in Iraq, 180 miles southeast of Baghdad.",basra,30.48333,47.81667,3,0
4273,4273135,2001,3,2,"Uwayqilah, SAU, near IRQ border",uwayqilah,30.25,42.26667,1,0
4273,4273136,2001,3,30,SAU,point estimate,24.06222,45.15194,5,0
4273,4273137,2001,4,13,"Tall Afar, 275 miles northwest Baghdad; this district is just outside Mosul.",tall afar,36.36666,42.43333,1,0
4273,4273138,2001,5,18,The northern flight exclusion zone; near the city of Talafra.,talafar,36.36666,42.43333,3,0
4273,4273139,2001,5,23,"Iraq, exact location unknown.",iraq,33,44,5,0
4273,4273140,2001,6,11,The southern flight exclusion zone in Iraq; in Kuwaiti airspace.,basra,30.48333,47.81667,3,0
4273,4273141,2001,6,19,The southern no-fly zone in Iraq.,basra,30.48333,47.81667,3,0
4273,4273142,2001,6,20,The northern flight exclusion zones in Iraq.,mosul,36.33333,43.11666,3,0
4273,4273143,2001,7,17,The southern flight exclusion zone; Wasit province (150 miles south of Baghdad),wasit,32,46.28333,3,0
4273,4273144,2001,7,20,The southern no-fly zone in Iraq.,basra,30.48333,47.81667,3,0
4273,4273145,2001,7,24,"Muthana Province, IRQ, near SAU border",point estimate,30.49333,43.03028,3,0
4273,4273146,2001,8,7,The southern flight exclusion zone in Iraq; near Basra.,basra,30.48333,47.81667,3,0
4273,4273147,2001,8,10,The northern no-fly zone in Iraq; near Mosul.,mosul,36.33333,43.11666,3,0
4273,4273148,2001,8,14,The southern no-fly zone in Iraq; near Basra and Tallil.,basra,30.48333,47.81667,3,0
4273,4273149,2001,8,24,The southern no-fly zone in Iraq.,basra,30.48333,47.81667,3,0
4273,4273150,2001,8,27,The southern flight exclusion zone; near Basra.,basra,30.48333,47.81667,3,0
4273,4273151,2001,8,27,The northern and southern no-fly zones in Iraq.,basra,30.48333,47.81667,3,0
4273,4273152,2001,8,28,The southern no-fly zone in Iraq; 150 miles southeast of Baghdad.,basra,30.48333,47.81667,3,0
4273,4273153,2001,8,29,The no-fly zone in southern Iraq.,basra,30.48333,47.81667,3,0
4273,4273154,2001,8,30,The southern no-fly zone in Iraq.,basra,30.48333,47.81667,3,0
4273,4273155,2001,9,4,The southern no-fly zone in Iraq.,basra,30.48333,47.81667,3,0
4273,4273156,2001,9,9,The southern no-fly zone in Iraq; near Basra.,basra,30.48333,47.81667,3,0
4273,4273157,2001,9,11,Iraq; no specific location identified.,iraq,33,44,5,0
4274,4274001,1999,1,21,Iraq-Kuwait border,umm qasr,30.01667,47.93333,4,1
4275,4275001,2000,8,10,Kuwait,kuwait,29.5,47.75,5,1
4277,4277001,2001,7,13,"Town of Manjakot, 110 miles northwest of Jammu city, Kashmir border between Indi",manjakot,34.45,72.78333,1,1
4277,4277002,2001,10,5,"Kashmir, Himalayan mountain range.",dumare,32.9,76.45,2,0
4277,4277003,2001,10,23,Pakistan; country-wide,point estimate,29.96305,70.20111,5,0
4277,4277004,2001,11,11,"Siachin Glacier, Kashmir.",siachin glacier,35.18333,77.2,3,0
4277,4277005,2001,12,13,Border between Indida and Pakistan,point estimate,30.02944,73.31722,4,0
4277,4277006,2001,12,23,Line of control across Kashmir.,kargil,34.36666,76.13333,4,0
4277,4277007,2001,12,23,"Border between India and Pakistan (Kashmir, Rajasthan, and Punjab).",rajasthan,26,74,4,0
4277,4277008,2001,12,24,Country-wide mobilization of troops in both India and Pakistan with movement to,point estimate,30.02944,73.31722,5,0
4278,4278001,2001,4,17,In waters within the Taiwan Strait,taiwan strait,24,119,4,1
4279,4279001,2001,5,-9,In waters in the South China Sea around the Spratly Islands,spratly islands,10,114,4,1
4280,4280001,2001,4,1,"Hainan Island, China",hainan island,19,109.5,3,1
4280,4280002,2001,4,1,"Hainan Island, China",hainan island,19,109.5,3,0
4280,4280003,2001,4,1,"Hainan Island, China",hainan island,19,109.5,3,0
4280,4280004,2001,4,2,"The waters of Hainan Island, China",hainan island,19,109.5,4,0
4280,4280005,2001,4,5,Off the Coast of China,hainan island,19,109.5,4,0
4281,4281001,2001,3,27,NA,hsinshe,24.85,120.9833,1,1
4281,4281004,2001,8,17,On the South China Sea,south china sea,15,115,5,0
4281,4281005,2001,8,21,"at the Hsinshe Base, near central Taiwan",hsinshe,24.85,120.9833,1,0
4281,4281006,2001,8,22,"around Dongshan Island, across the Taiwan Strait from Taiwan",dongshan dao,23.66667,117.4167,3,0
4282,4282001,2001,6,2,In South Korean waters in a strait separating South Korea's souhtern coast and t,cheju-do,33.4,126.5333,4,1
4282,4282002,2001,9,26,Along the DMZ between North and South Korea,chorwon,38.25,127.2167,4,0
4282,4282003,2001,11,18,"In waters near the Northern Limit Line in the Yellow Sea, 6.5 miles northwest of",muji ni,37.8,126.2667,3,0
4282,4282004,2001,11,27,"In the western part of the border between North and South Korea, 25 miles north",chungi-gol,37.9,127.05,4,0
4283,4283001,2001,9,15,Within Afghan territory,afghanistan,33,65,5,1
4283,4283002,2001,9,15,In the Arabian Sea near Oman,ra'sal madrakah,19.05,57.86666,3,0
4283,4283004,2001,9,15,Along the Afghan-Tajik border,moskovskiy,37.66667,69.75,4,0
4283,4283005,2001,9,16,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4283,4283006,2001,9,16,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4283,4283008,2001,9,17,The coast of Oman and the Arabian Sea,ra'sal madrakah,19.05,57.86666,4,0
4283,4283010,2001,9,20,"Outside Kabul, AFG",kabul,34.51667,69.18333,2,0
4283,4283011,2001,9,22,Somewhere in Afghanistan; precise location is not available.,afghanistan,33,65,5,0
4283,4283012,2001,9,22,Afghanistan,kabul,34.51667,69.18333,5,0
4283,4283013,2001,9,25,"Uzbekistan, Tajikistan, and the Arabian Sea",point estimate,40.70389,62.31111,5,0
4283,4283014,2001,9,30,The southeastern border between Afghanistan and Pakistan; the Kandahar and Helma,helmand,31,64,3,0
4283,4283015,2001,9,30,"Kupletin, 150 miles southwest of Dushanbe, TAJ-AFG border",ayvadzh,36.98333,68.01667,2,0
4283,4283016,2001,10,1,Afghanistan,afghanistan,33,65,5,0
4283,4283017,2001,10,2,Along the Uzbek-Afghan border,termez,37.23333,67.25,4,0
4283,4283018,2001,10,6,"In the eastern Afghan provinces of Nagarhar, Konar, Khost, Paktia, Logar, Paktik",konar darya-ye,34.61666,70.8,3,0
4283,4283019,2001,10,6,Along the Uzbek-Afghan border,termez,37.23333,67.25,4,0
4283,4283021,2001,10,6,"Kabul, Afghanistan.",kabul,34.51667,69.18333,1,0
4283,4283022,2001,10,6,Afghanistan.,afghanistan,33,65,5,0
4283,4283023,2001,10,7,"Along the Pakistan-Afghanistan border, 100 miles south of Peshawar",khan kot,32.05,69.31667,4,0
4283,4283024,2001,10,7,The border between Afghanistan and Uzbekistan.,termez,37.23333,67.25,4,0
4283,4283025,2001,10,7,"Throughout Afghan territory but particularly in Kabul, Kandahar, Mazar-i Sharif,",kabul,34.51667,69.18333,5,0
4283,4283026,2001,10,7,Along the Pakistan-Afghanistan border 100 miles south of Peshawar,khan kot,32.05,69.31667,4,0
4283,4283027,2001,10,7,Along the Tajik-Afghan border,moskovskiy,37.66667,69.75,4,0
4283,4283028,2001,10,7,Along the Pakistan-Afghanistan border 55 miles NW of Peshawar,arandu,35.31667,71.56667,4,0
4283,4283029,2001,10,9,Easteran Mediterranean Sea.,point estimate,34,34,5,0
4283,4283031,2001,10,10,Along the Uzbek-Afghan border near the Uzbek town of Termez,termez,37.23333,67.25,4,0
4283,4283032,2001,10,12,No specific location. Inside the Afghan territory.,afghanistan,33,65,5,0
4283,4283033,2001,10,13,"Kupletin, TAJ-AFG border",moskovskiy,37.66667,69.75,4,0
4283,4283034,2001,10,16,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4283,4283035,2001,10,30,TAJ-AFG border,moskovskiy,37.66667,69.75,4,0
4284,4284001,2001,12,21,The town of Kabo in the extreme north of CEN sixty miles from border to CHA.,kabo,7.65,18.61667,1,1
4285,4285001,1994,3,17,"Near Stepanakert, capital of Nagorno-Karabakh",stepanakert,39.8,46.75,2,1
4286,4286001,1993,3,10,Khartoum,khartoum,15.58333,32.53333,1,1
4287,4287001,1994,5,20,"Khartoum, SUD",khartoum,15.58333,32.53333,1,1
4288,4288001,1996,3,-9,"Halaib, at border between Sudan and Egypt.",halaib,22.21667,36.63334,1,1
4289,4289001,1999,7,18,"Piranshahr, Iran",piranshah,35.48333,46.01667,1,1
4290,4290001,2001,8,24,"Baku, Azerbaijan",baku,40.38334,49.86666,1,1
4291,4291001,1998,10,1,Turkish-Syrian border,akcakale,36.71667,38.95,4,1
4291,4291002,1998,10,-9,Turkish-Syrian border,akcakale,36.71667,38.95,4,0
4292,4292001,1999,6,10,100 kilometers northeast of Baghdad,khanaqin,34.31667,45.36666,3,1
4293,4293001,1995,6,27,QAT-SAU border,salwa,24.71667,50.83333,4,1
4295,4295001,2000,7,31,"On the border between Montenegro and Kosovo, YUG. Location Type: other location.",dubovik,42.76667,20.2,4,1
4295,4295002,2000,7,31,"On the border between Montenegro and Kosovo, YUG. Location type: other location.",dubovik,42.76667,20.2,4,0
4296,4296001,2001,8,30,"Australian territorial waters, close to Christmas Island.",christmas island,39.7,143.8333,4,1
4297,4297001,1996,10,12,"Kunashiri Strait, disputed RUS/JPN territory",kunashiri,44.5,146.75,4,1
4298,4298001,2000,8,5,"Near Zelenika, YUG",zelenika,42.41667,19.23333,1,1
4298,4298002,2000,9,26,"Sibenitz, Croatia",sibenik,45.81667,17.16667,1,0
4299,4299001,1993,6,26,An Iraqi intelligence facility in downtown Baghdad.,baghdad,33.33333,44.38334,2,1
4300,4300001,2001,1,26,"Kambia, Sierra Leone",kambia,9.166667,-12.75,1,1
4300,4300002,2001,5,18,"Rokupr, Sierra Leone",rokupr,9.016666,-12.95,1,0
4300,4300003,2001,5,29,Guinea - Sierra Leonean border; Kambia area,kambia,9.166667,-12.75,4,0
4301,4301001,2001,5,-9,"Pujehun, Sierra Leone",pujehun,7.333333,-11.5,1,1
4302,4302001,1999,8,13,Along the guinea-liberia border,salayie,7.616667,-9.483334,4,1
4303,4303001,2001,1,7,Zambia - Solwezi area in Northwestern Province,solwezi,-12.41667,26,3,1
